pdf,text,model,regions,sdgs,countries,reasoning
bmz179-agents-of-change-210701.pdf,"7 % 7 % 17 % 12 %   Berufsbildung   (Grund)bildung   Gesundheit   Beschäftigungsförderung   Schutz vor Gewalt   Armut und Ernährung   Beteiligung   Faire Arbeitsbedingungen   Frieden, Sicherheit, Flucht Im Arbeitsfeld Armut und Ernährung zielt ein Vorhaben in Myanmar beispielsweise darauf ab, die Ernährungssituation und den Ernährungsstatus von Frauen und ihren Kleinkindern insbesondere durch Bewusstseinsförderung und Verhaltensänderung zu verbessern. Unterstützt wird das Vorhaben durch partizipative Bildungsmodule zu Ernährung und Nahrungsmitteln sowie Rollenspiele und Kochdemonstrationen. Insgesamt konnten mit diesen Maßnahmen bereits rund 23.850 Menschen erreicht werden, davon 5.960 Kinder. 19 Das Vorhaben „Verbesserung der Arbeits- und Sozialstandards in der pakistanischen Textilindustrie“ wurde im Auftrag des BMZ von der GIZ durchgeführt (Laufzeit 2017 bis 2010; Volumen: 12.050.000 Mio Euro). Nachfolgevorhaben: „Verbesserung der Arbeits-, Sozial- und Umweltstandards in der PAK Textilindustrie‘ (Laufzeit 2021 bis 2023; Volumen: 7.500.000 Mio. Euro) 20 Das Projekt „Bekämpfung von Kinderarbeit in Minen in Jharkhand und Sicherstellung des Zugangs zu Gesundheit, Ernährung und Bildung“ wird im Auftrag des BMZ von terre des hommes Deutschland durchgeführt (Laufzeit: 2019 bis 2021; Volumen: 307.000 Euro). 18 Zielerreichung und Umsetzungsstand",llama3.1:8b,"['Asia', 'Africa']","[8.1, 4.7]","['Myanmar', 'Pakistan', 'India']",
ressortgemeinsame-evaluierungen.pdf,"Weitere Stakeholder: Auch Mittler- oder Trägerorganisationen spielen vielfach eine bedeutsame Rolle bei der Durchführung der zu evaluierenden Maßnahmen. Diese können internationale Organisationen, Durchführungs- oder zivilgesellschaftliche Organisationen sein. Ihr fachliches Wissen und ihre Kenntnisse des Kontextes sollten durch eine Beteiligung an der Referenzgruppe genutzt werden, insbesondere dann, wenn sich abzeichnet, dass sie auch Adressaten von Empfehlungen sein werden. Da in aller Regel Partnerorganisationen und lokale Vertretungen von Mittler- und Trägerorganisationen im Zuge von Feldmissionen interviewt werden, werden diese zumindest im Rahmen eines Workshops zum Abschluss einer Feldmission beteiligt. Einen Sonderfall stellen Gemeinschaftsfinanzierungen, an denen weitere Geber beteiligt sind, sowie zweckgebundene Beiträge an internationale Organisationen dar. In diesem Fall muss den anderen Gebern bzw. der internationalen Organisation eine angemessene Beteiligung angeboten und auf Wunsch eingeräumt werden. Externes Review Panel: Je nachdem ob und wenn welches Modell der externen Qualitätssicherung ge- wählt wird, können ein oder mehrere Externe mit thematischer und/oder evaluatorischer Qualifikation als eigenständiges Gremium oder in die RG integriert vorgesehen werden. Zu möglichen Funktionen vgl. im Einzelnen 4.4. 8 BMZ-ORIENTIERUNGSLINIEN FÜR RESSORTGEMEINSAME EVALUIERUNGEN 4  Evaluierungsprozess – Meilensteine zum Erfolg",llama3.2:3b,['Europe'],"[16.6, 11.3]",['Germany'],
ressortgemeinsame-evaluierungen.pdf,"Weitere Stakeholder: Auch Mittler- oder Trägerorganisationen spielen vielfach eine bedeutsame Rolle bei der Durchführung der zu evaluierenden Maßnahmen. Diese können internationale Organisationen, Durchführungs- oder zivilgesellschaftliche Organisationen sein. Ihr fachliches Wissen und ihre Kenntnisse des Kontextes sollten durch eine Beteiligung an der Referenzgruppe genutzt werden, insbesondere dann, wenn sich abzeichnet, dass sie auch Adressaten von Empfehlungen sein werden. Da in aller Regel Partnerorganisationen und lokale Vertretungen von Mittler- und Trägerorganisationen im Zuge von Feldmissionen interviewt werden, werden diese zumindest im Rahmen eines Workshops zum Abschluss einer Feldmission beteiligt. Einen Sonderfall stellen Gemeinschaftsfinanzierungen, an denen weitere Geber beteiligt sind, sowie zweckgebundene Beiträge an internationale Organisationen dar. In diesem Fall muss den anderen Gebern bzw. der internationalen Organisation eine angemessene Beteiligung angeboten und auf Wunsch eingeräumt werden. Externes Review Panel: Je nachdem ob und wenn welches Modell der externen Qualitätssicherung ge- wählt wird, können ein oder mehrere Externe mit thematischer und/oder evaluatorischer Qualifikation als eigenständiges Gremium oder in die RG integriert vorgesehen werden. Zu möglichen Funktionen vgl. im Einzelnen 4.4. 8 BMZ-ORIENTIERUNGSLINIEN FÜR RESSORTGEMEINSAME EVALUIERUNGEN 4  Evaluierungsprozess – Meilensteine zum Erfolg",olfh/teuken-7b-instruct-commercial-v0.4:7b,['Latin America'],"[10.2, 10.3, 16.1, 16.1]",['Brazil'],
ressortgemeinsame-evaluierungen.pdf,"Weitere Stakeholder: Auch Mittler- oder Trägerorganisationen spielen vielfach eine bedeutsame Rolle bei der Durchführung der zu evaluierenden Maßnahmen. Diese können internationale Organisationen, Durchführungs- oder zivilgesellschaftliche Organisationen sein. Ihr fachliches Wissen und ihre Kenntnisse des Kontextes sollten durch eine Beteiligung an der Referenzgruppe genutzt werden, insbesondere dann, wenn sich abzeichnet, dass sie auch Adressaten von Empfehlungen sein werden. Da in aller Regel Partnerorganisationen und lokale Vertretungen von Mittler- und Trägerorganisationen im Zuge von Feldmissionen interviewt werden, werden diese zumindest im Rahmen eines Workshops zum Abschluss einer Feldmission beteiligt. Einen Sonderfall stellen Gemeinschaftsfinanzierungen, an denen weitere Geber beteiligt sind, sowie zweckgebundene Beiträge an internationale Organisationen dar. In diesem Fall muss den anderen Gebern bzw. der internationalen Organisation eine angemessene Beteiligung angeboten und auf Wunsch eingeräumt werden. Externes Review Panel: Je nachdem ob und wenn welches Modell der externen Qualitätssicherung ge- wählt wird, können ein oder mehrere Externe mit thematischer und/oder evaluatorischer Qualifikation als eigenständiges Gremium oder in die RG integriert vorgesehen werden. Zu möglichen Funktionen vgl. im Einzelnen 4.4. 8 BMZ-ORIENTIERUNGSLINIEN FÜR RESSORTGEMEINSAME EVALUIERUNGEN 4  Evaluierungsprozess – Meilensteine zum Erfolg",qwen2.5:7b,[],[17.16],[],
ressortgemeinsame-evaluierungen.pdf,"Weitere Stakeholder: Auch Mittler- oder Trägerorganisationen spielen vielfach eine bedeutsame Rolle bei der Durchführung der zu evaluierenden Maßnahmen. Diese können internationale Organisationen, Durchführungs- oder zivilgesellschaftliche Organisationen sein. Ihr fachliches Wissen und ihre Kenntnisse des Kontextes sollten durch eine Beteiligung an der Referenzgruppe genutzt werden, insbesondere dann, wenn sich abzeichnet, dass sie auch Adressaten von Empfehlungen sein werden. Da in aller Regel Partnerorganisationen und lokale Vertretungen von Mittler- und Trägerorganisationen im Zuge von Feldmissionen interviewt werden, werden diese zumindest im Rahmen eines Workshops zum Abschluss einer Feldmission beteiligt. Einen Sonderfall stellen Gemeinschaftsfinanzierungen, an denen weitere Geber beteiligt sind, sowie zweckgebundene Beiträge an internationale Organisationen dar. In diesem Fall muss den anderen Gebern bzw. der internationalen Organisation eine angemessene Beteiligung angeboten und auf Wunsch eingeräumt werden. Externes Review Panel: Je nachdem ob und wenn welches Modell der externen Qualitätssicherung ge- wählt wird, können ein oder mehrere Externe mit thematischer und/oder evaluatorischer Qualifikation als eigenständiges Gremium oder in die RG integriert vorgesehen werden. Zu möglichen Funktionen vgl. im Einzelnen 4.4. 8 BMZ-ORIENTIERUNGSLINIEN FÜR RESSORTGEMEINSAME EVALUIERUNGEN 4  Evaluierungsprozess – Meilensteine zum Erfolg",mistral:7b,[],[17.16],[],
ressortgemeinsame-evaluierungen.pdf,"Weitere Stakeholder: Auch Mittler- oder Trägerorganisationen spielen vielfach eine bedeutsame Rolle bei der Durchführung der zu evaluierenden Maßnahmen. Diese können internationale Organisationen, Durchführungs- oder zivilgesellschaftliche Organisationen sein. Ihr fachliches Wissen und ihre Kenntnisse des Kontextes sollten durch eine Beteiligung an der Referenzgruppe genutzt werden, insbesondere dann, wenn sich abzeichnet, dass sie auch Adressaten von Empfehlungen sein werden. Da in aller Regel Partnerorganisationen und lokale Vertretungen von Mittler- und Trägerorganisationen im Zuge von Feldmissionen interviewt werden, werden diese zumindest im Rahmen eines Workshops zum Abschluss einer Feldmission beteiligt. Einen Sonderfall stellen Gemeinschaftsfinanzierungen, an denen weitere Geber beteiligt sind, sowie zweckgebundene Beiträge an internationale Organisationen dar. In diesem Fall muss den anderen Gebern bzw. der internationalen Organisation eine angemessene Beteiligung angeboten und auf Wunsch eingeräumt werden. Externes Review Panel: Je nachdem ob und wenn welches Modell der externen Qualitätssicherung ge- wählt wird, können ein oder mehrere Externe mit thematischer und/oder evaluatorischer Qualifikation als eigenständiges Gremium oder in die RG integriert vorgesehen werden. Zu möglichen Funktionen vgl. im Einzelnen 4.4. 8 BMZ-ORIENTIERUNGSLINIEN FÜR RESSORTGEMEINSAME EVALUIERUNGEN 4  Evaluierungsprozess – Meilensteine zum Erfolg",llama3.1:8b,[],[16.6],['Germany'],
bmz-kernthemenstrategie-klima-energie.pdf,"Auf der bisherigen Präsenz und dem Erfolg der deutschen Entwicklungspolitik zur klima- und energiepolitischen Zusammenarbeit kann das BMZ auch in Zukunft aufbauen. Einer noch engeren Verzahnung der bi- und multilateralen Instrumente wird dabei eine wichtige Rolle zukommen, um systemische Veränderungen wirksam zu befördern. Zentrale Akteure der multilateralen Zusammenarbeit sind insbesondere die Weltbankgruppe und regionale Entwicklungsbanken, die Institutionen der EU, das Entwicklungsprogramm der Vereinten Nationen (UNDP), das Programm der Vereinten Nationen für menschliche Siedlungen (UN-Habitat), der Internationale Währungsfonds (IWF), die Internationale Agentur für Erneuerbare Energien (IRENA) sowie der GCF und die GEF. 13 BMZ STRATEGIE – PAPIER 6 | 2021    BMZ-KERNTHEMENSTRATEGIE – KLIMA UND ENERGIE 3 Strategische Schlussfolgerungen und Ausrichtung der deutschen Kooperation für die Jahre 2021 bis 2025 3.1 Ansatz und Interessen der deutschen Entwicklungspolitik Die bisherigen Anstrengungen für den Klimaschutz reichen nicht aus, um das 1,5-Grad-Ziel zu erreichen. Daher setzt sich das BMZ sowohl als Partner in Entwicklungs- und Schwellenländern als auch global für eine entschiedene und auf die Ziele des Pariser Abkommens ausgerichtete Klimapolitik ein.",llama3.2:3b,['Europe'],"[13.1, 17.6]",['Germany'],
bmz-kernthemenstrategie-klima-energie.pdf,"Auf der bisherigen Präsenz und dem Erfolg der deutschen Entwicklungspolitik zur klima- und energiepolitischen Zusammenarbeit kann das BMZ auch in Zukunft aufbauen. Einer noch engeren Verzahnung der bi- und multilateralen Instrumente wird dabei eine wichtige Rolle zukommen, um systemische Veränderungen wirksam zu befördern. Zentrale Akteure der multilateralen Zusammenarbeit sind insbesondere die Weltbankgruppe und regionale Entwicklungsbanken, die Institutionen der EU, das Entwicklungsprogramm der Vereinten Nationen (UNDP), das Programm der Vereinten Nationen für menschliche Siedlungen (UN-Habitat), der Internationale Währungsfonds (IWF), die Internationale Agentur für Erneuerbare Energien (IRENA) sowie der GCF und die GEF. 13 BMZ STRATEGIE – PAPIER 6 | 2021    BMZ-KERNTHEMENSTRATEGIE – KLIMA UND ENERGIE 3 Strategische Schlussfolgerungen und Ausrichtung der deutschen Kooperation für die Jahre 2021 bis 2025 3.1 Ansatz und Interessen der deutschen Entwicklungspolitik Die bisherigen Anstrengungen für den Klimaschutz reichen nicht aus, um das 1,5-Grad-Ziel zu erreichen. Daher setzt sich das BMZ sowohl als Partner in Entwicklungs- und Schwellenländern als auch global für eine entschiedene und auf die Ziele des Pariser Abkommens ausgerichtete Klimapolitik ein.",olfh/teuken-7b-instruct-commercial-v0.4:7b,[],"[15.1, 8.4, 17.7, 4.3]",['worldwide'],
bmz-kernthemenstrategie-klima-energie.pdf,"Auf der bisherigen Präsenz und dem Erfolg der deutschen Entwicklungspolitik zur klima- und energiepolitischen Zusammenarbeit kann das BMZ auch in Zukunft aufbauen. Einer noch engeren Verzahnung der bi- und multilateralen Instrumente wird dabei eine wichtige Rolle zukommen, um systemische Veränderungen wirksam zu befördern. Zentrale Akteure der multilateralen Zusammenarbeit sind insbesondere die Weltbankgruppe und regionale Entwicklungsbanken, die Institutionen der EU, das Entwicklungsprogramm der Vereinten Nationen (UNDP), das Programm der Vereinten Nationen für menschliche Siedlungen (UN-Habitat), der Internationale Währungsfonds (IWF), die Internationale Agentur für Erneuerbare Energien (IRENA) sowie der GCF und die GEF. 13 BMZ STRATEGIE – PAPIER 6 | 2021    BMZ-KERNTHEMENSTRATEGIE – KLIMA UND ENERGIE 3 Strategische Schlussfolgerungen und Ausrichtung der deutschen Kooperation für die Jahre 2021 bis 2025 3.1 Ansatz und Interessen der deutschen Entwicklungspolitik Die bisherigen Anstrengungen für den Klimaschutz reichen nicht aus, um das 1,5-Grad-Ziel zu erreichen. Daher setzt sich das BMZ sowohl als Partner in Entwicklungs- und Schwellenländern als auch global für eine entschiedene und auf die Ziele des Pariser Abkommens ausgerichtete Klimapolitik ein.",qwen2.5:7b,['Global'],"[13.2, 17.8]",['Germany'],
bmz-kernthemenstrategie-klima-energie.pdf,"Auf der bisherigen Präsenz und dem Erfolg der deutschen Entwicklungspolitik zur klima- und energiepolitischen Zusammenarbeit kann das BMZ auch in Zukunft aufbauen. Einer noch engeren Verzahnung der bi- und multilateralen Instrumente wird dabei eine wichtige Rolle zukommen, um systemische Veränderungen wirksam zu befördern. Zentrale Akteure der multilateralen Zusammenarbeit sind insbesondere die Weltbankgruppe und regionale Entwicklungsbanken, die Institutionen der EU, das Entwicklungsprogramm der Vereinten Nationen (UNDP), das Programm der Vereinten Nationen für menschliche Siedlungen (UN-Habitat), der Internationale Währungsfonds (IWF), die Internationale Agentur für Erneuerbare Energien (IRENA) sowie der GCF und die GEF. 13 BMZ STRATEGIE – PAPIER 6 | 2021    BMZ-KERNTHEMENSTRATEGIE – KLIMA UND ENERGIE 3 Strategische Schlussfolgerungen und Ausrichtung der deutschen Kooperation für die Jahre 2021 bis 2025 3.1 Ansatz und Interessen der deutschen Entwicklungspolitik Die bisherigen Anstrengungen für den Klimaschutz reichen nicht aus, um das 1,5-Grad-Ziel zu erreichen. Daher setzt sich das BMZ sowohl als Partner in Entwicklungs- und Schwellenländern als auch global für eine entschiedene und auf die Ziele des Pariser Abkommens ausgerichtete Klimapolitik ein.",mistral:7b,"['Africa', 'Asia']","[13.1, 13.2, 6.7, 7.6, 7.7]",['Not specified'],
bmz-kernthemenstrategie-klima-energie.pdf,"Auf der bisherigen Präsenz und dem Erfolg der deutschen Entwicklungspolitik zur klima- und energiepolitischen Zusammenarbeit kann das BMZ auch in Zukunft aufbauen. Einer noch engeren Verzahnung der bi- und multilateralen Instrumente wird dabei eine wichtige Rolle zukommen, um systemische Veränderungen wirksam zu befördern. Zentrale Akteure der multilateralen Zusammenarbeit sind insbesondere die Weltbankgruppe und regionale Entwicklungsbanken, die Institutionen der EU, das Entwicklungsprogramm der Vereinten Nationen (UNDP), das Programm der Vereinten Nationen für menschliche Siedlungen (UN-Habitat), der Internationale Währungsfonds (IWF), die Internationale Agentur für Erneuerbare Energien (IRENA) sowie der GCF und die GEF. 13 BMZ STRATEGIE – PAPIER 6 | 2021    BMZ-KERNTHEMENSTRATEGIE – KLIMA UND ENERGIE 3 Strategische Schlussfolgerungen und Ausrichtung der deutschen Kooperation für die Jahre 2021 bis 2025 3.1 Ansatz und Interessen der deutschen Entwicklungspolitik Die bisherigen Anstrengungen für den Klimaschutz reichen nicht aus, um das 1,5-Grad-Ziel zu erreichen. Daher setzt sich das BMZ sowohl als Partner in Entwicklungs- und Schwellenländern als auch global für eine entschiedene und auf die Ziele des Pariser Abkommens ausgerichtete Klimapolitik ein.",llama3.1:8b,"['Europe', 'Africa', 'Asia']","[13.2, 17.7]",['Germany'],
sexuelle-und-reproduktive-gesundheit-und-rechte-staerken.pdf,"| 1918 | FAMILIENPLANUNG Gesundheit steht oben auf der Agenda Großes Vertriebsnetz für Verhütungsmittel Doch die ivorische Regierung hat das Gesundheitswesen ganz oben auf ihre Agenda gesetzt. Sie will die Ausgaben für Gesundheit pro Jahr um 5 bis 15 Prozent erhöhen, bis sie 15 Prozent des Bruttoinlandsprodukts ausmachen. Weitere Ziele der Regierung bis 2025: Der Anteil der Menschen im Land, die moderne Verhütungsmittel nutzen, soll von 21 Prozent auf 41 Prozent steigen – der Anteil der Frauen, die sich während ihrer Schwangerschaft regelmäßig medizinisch untersuchen lassen, von 51 auf 63 Prozent. Den ungedeckten Bedarf an Verhütungsmitteln will das Gesundheitsministerium von 22 auf 13 Prozent senken. Die KfW Entwicklungsbank unterstützt das Land im Auftrag des Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung und hat in CÔte d´Ivoire seit 1995 Gesundheitsprogramme mit einem Volumen von rund 59 Millionen Euro gefördert.",llama3.2:3b,"['Africa', 'Europe']","[11.7, 3.4]",['Ivory Coast'],
sexuelle-und-reproduktive-gesundheit-und-rechte-staerken.pdf,"| 1918 | FAMILIENPLANUNG Gesundheit steht oben auf der Agenda Großes Vertriebsnetz für Verhütungsmittel Doch die ivorische Regierung hat das Gesundheitswesen ganz oben auf ihre Agenda gesetzt. Sie will die Ausgaben für Gesundheit pro Jahr um 5 bis 15 Prozent erhöhen, bis sie 15 Prozent des Bruttoinlandsprodukts ausmachen. Weitere Ziele der Regierung bis 2025: Der Anteil der Menschen im Land, die moderne Verhütungsmittel nutzen, soll von 21 Prozent auf 41 Prozent steigen – der Anteil der Frauen, die sich während ihrer Schwangerschaft regelmäßig medizinisch untersuchen lassen, von 51 auf 63 Prozent. Den ungedeckten Bedarf an Verhütungsmitteln will das Gesundheitsministerium von 22 auf 13 Prozent senken. Die KfW Entwicklungsbank unterstützt das Land im Auftrag des Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung und hat in CÔte d´Ivoire seit 1995 Gesundheitsprogramme mit einem Volumen von rund 59 Millionen Euro gefördert.",olfh/teuken-7b-instruct-commercial-v0.4:7b,['Africa'],"[2.4, 3.8]","[""Côte d'Ivoire""]",
sexuelle-und-reproduktive-gesundheit-und-rechte-staerken.pdf,"| 1918 | FAMILIENPLANUNG Gesundheit steht oben auf der Agenda Großes Vertriebsnetz für Verhütungsmittel Doch die ivorische Regierung hat das Gesundheitswesen ganz oben auf ihre Agenda gesetzt. Sie will die Ausgaben für Gesundheit pro Jahr um 5 bis 15 Prozent erhöhen, bis sie 15 Prozent des Bruttoinlandsprodukts ausmachen. Weitere Ziele der Regierung bis 2025: Der Anteil der Menschen im Land, die moderne Verhütungsmittel nutzen, soll von 21 Prozent auf 41 Prozent steigen – der Anteil der Frauen, die sich während ihrer Schwangerschaft regelmäßig medizinisch untersuchen lassen, von 51 auf 63 Prozent. Den ungedeckten Bedarf an Verhütungsmitteln will das Gesundheitsministerium von 22 auf 13 Prozent senken. Die KfW Entwicklungsbank unterstützt das Land im Auftrag des Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung und hat in CÔte d´Ivoire seit 1995 Gesundheitsprogramme mit einem Volumen von rund 59 Millionen Euro gefördert.",qwen2.5:7b,['Africa'],[3.2],"[""Côte d'Ivoire""]",
sexuelle-und-reproduktive-gesundheit-und-rechte-staerken.pdf,"| 1918 | FAMILIENPLANUNG Gesundheit steht oben auf der Agenda Großes Vertriebsnetz für Verhütungsmittel Doch die ivorische Regierung hat das Gesundheitswesen ganz oben auf ihre Agenda gesetzt. Sie will die Ausgaben für Gesundheit pro Jahr um 5 bis 15 Prozent erhöhen, bis sie 15 Prozent des Bruttoinlandsprodukts ausmachen. Weitere Ziele der Regierung bis 2025: Der Anteil der Menschen im Land, die moderne Verhütungsmittel nutzen, soll von 21 Prozent auf 41 Prozent steigen – der Anteil der Frauen, die sich während ihrer Schwangerschaft regelmäßig medizinisch untersuchen lassen, von 51 auf 63 Prozent. Den ungedeckten Bedarf an Verhütungsmitteln will das Gesundheitsministerium von 22 auf 13 Prozent senken. Die KfW Entwicklungsbank unterstützt das Land im Auftrag des Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung und hat in CÔte d´Ivoire seit 1995 Gesundheitsprogramme mit einem Volumen von rund 59 Millionen Euro gefördert.",mistral:7b,['Africa'],"[3.7, 3.8]","[""Côte d'Ivoire""]",
sexuelle-und-reproduktive-gesundheit-und-rechte-staerken.pdf,"| 1918 | FAMILIENPLANUNG Gesundheit steht oben auf der Agenda Großes Vertriebsnetz für Verhütungsmittel Doch die ivorische Regierung hat das Gesundheitswesen ganz oben auf ihre Agenda gesetzt. Sie will die Ausgaben für Gesundheit pro Jahr um 5 bis 15 Prozent erhöhen, bis sie 15 Prozent des Bruttoinlandsprodukts ausmachen. Weitere Ziele der Regierung bis 2025: Der Anteil der Menschen im Land, die moderne Verhütungsmittel nutzen, soll von 21 Prozent auf 41 Prozent steigen – der Anteil der Frauen, die sich während ihrer Schwangerschaft regelmäßig medizinisch untersuchen lassen, von 51 auf 63 Prozent. Den ungedeckten Bedarf an Verhütungsmitteln will das Gesundheitsministerium von 22 auf 13 Prozent senken. Die KfW Entwicklungsbank unterstützt das Land im Auftrag des Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung und hat in CÔte d´Ivoire seit 1995 Gesundheitsprogramme mit einem Volumen von rund 59 Millionen Euro gefördert.",llama3.1:8b,['Africa'],[],"[""Côte d'Ivoire""]",
dritter-religions-und-weltanschauungsfreiheitsbericht.pdf,"Die Afrikanische Kommission für Menschenrechte und Rechte der Völker hat 2010 eine Entscheidung zu den Landrechten der Endorois, einer indigenen Gemeinschaft in Kenia, auf die Religionsfreiheit gestützt. Sie sieht die Religionsfreiheit der betroffenen Gemeinschaft nicht nur beeinträchtigt, sondern die religiöse Praxis durch die erzwungene Trennung von den „heiligen Stätten“ unmöglich gemacht.46 1.7 Das FPIC-Prinzip Ein verbreitetes Missverständnis bei Indigenenrechten besteht darin, es gehe bei diesen Anliegen um Privilegien, also eine ungerechte Bevorzugung einer bestimmten Gruppe gegenüber der Mehrheitsbevölkerung, wohingegen indigene Völker tatsächlich häufig marginalisiert sind.",llama3.2:3b,['Africa'],[10.2],['Kenya'],
dritter-religions-und-weltanschauungsfreiheitsbericht.pdf,"Die Afrikanische Kommission für Menschenrechte und Rechte der Völker hat 2010 eine Entscheidung zu den Landrechten der Endorois, einer indigenen Gemeinschaft in Kenia, auf die Religionsfreiheit gestützt. Sie sieht die Religionsfreiheit der betroffenen Gemeinschaft nicht nur beeinträchtigt, sondern die religiöse Praxis durch die erzwungene Trennung von den „heiligen Stätten“ unmöglich gemacht.46 1.7 Das FPIC-Prinzip Ein verbreitetes Missverständnis bei Indigenenrechten besteht darin, es gehe bei diesen Anliegen um Privilegien, also eine ungerechte Bevorzugung einer bestimmten Gruppe gegenüber der Mehrheitsbevölkerung, wohingegen indigene Völker tatsächlich häufig marginalisiert sind.",olfh/teuken-7b-instruct-commercial-v0.4:7b,['Africa'],"[10.2, 16.1]",[],
dritter-religions-und-weltanschauungsfreiheitsbericht.pdf,"Die Afrikanische Kommission für Menschenrechte und Rechte der Völker hat 2010 eine Entscheidung zu den Landrechten der Endorois, einer indigenen Gemeinschaft in Kenia, auf die Religionsfreiheit gestützt. Sie sieht die Religionsfreiheit der betroffenen Gemeinschaft nicht nur beeinträchtigt, sondern die religiöse Praxis durch die erzwungene Trennung von den „heiligen Stätten“ unmöglich gemacht.46 1.7 Das FPIC-Prinzip Ein verbreitetes Missverständnis bei Indigenenrechten besteht darin, es gehe bei diesen Anliegen um Privilegien, also eine ungerechte Bevorzugung einer bestimmten Gruppe gegenüber der Mehrheitsbevölkerung, wohingegen indigene Völker tatsächlich häufig marginalisiert sind.",qwen2.5:7b,['Africa'],"[10.2, 5.6]",['Kenya'],
dritter-religions-und-weltanschauungsfreiheitsbericht.pdf,"Die Afrikanische Kommission für Menschenrechte und Rechte der Völker hat 2010 eine Entscheidung zu den Landrechten der Endorois, einer indigenen Gemeinschaft in Kenia, auf die Religionsfreiheit gestützt. Sie sieht die Religionsfreiheit der betroffenen Gemeinschaft nicht nur beeinträchtigt, sondern die religiöse Praxis durch die erzwungene Trennung von den „heiligen Stätten“ unmöglich gemacht.46 1.7 Das FPIC-Prinzip Ein verbreitetes Missverständnis bei Indigenenrechten besteht darin, es gehe bei diesen Anliegen um Privilegien, also eine ungerechte Bevorzugung einer bestimmten Gruppe gegenüber der Mehrheitsbevölkerung, wohingegen indigene Völker tatsächlich häufig marginalisiert sind.",mistral:7b,['Africa'],[1.7],['Kenya'],
dritter-religions-und-weltanschauungsfreiheitsbericht.pdf,"Die Afrikanische Kommission für Menschenrechte und Rechte der Völker hat 2010 eine Entscheidung zu den Landrechten der Endorois, einer indigenen Gemeinschaft in Kenia, auf die Religionsfreiheit gestützt. Sie sieht die Religionsfreiheit der betroffenen Gemeinschaft nicht nur beeinträchtigt, sondern die religiöse Praxis durch die erzwungene Trennung von den „heiligen Stätten“ unmöglich gemacht.46 1.7 Das FPIC-Prinzip Ein verbreitetes Missverständnis bei Indigenenrechten besteht darin, es gehe bei diesen Anliegen um Privilegien, also eine ungerechte Bevorzugung einer bestimmten Gruppe gegenüber der Mehrheitsbevölkerung, wohingegen indigene Völker tatsächlich häufig marginalisiert sind.",llama3.1:8b,['Africa'],[5.6],['Kenya'],
menschenrechtsleitfaden-2026.pdf,"• Die Afrikanische Charta der Menschenrechte und Rechte der Völker (Banjul-Charta, 1986). • Das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung und über die juristische Prüfung in Umweltangelegenheiten in Lateinamerika und der Karibik (Escazú-Konvention, 2021) und das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung an Entscheidungsverfahren und den Zugang zu Gerichten in Umweltangelegenheiten (Aarhus-Konvention, 2001). • Das Internationale Übereinkommen über die biologische Vielfalt (CBD, 1992). • Das Protokoll von Nagoya über den Zugang zu genetischen Ressourcen und die ausgewogene und gerechte Aufteilung der sich aus ihrer Nutzung ergebenden Vorteile (2014). • Die Erklärung der Vereinten Nationen über die Rechte der indigenen Völker (UNDRIP, 2007) ist ein internationaler Referenzrahmen für die Rechte Indigener Völker. • Der Beschluss der Konferenz der Vertragsparteien des Übereinkommens über die Biologische Vielfaltzum Globalen Biodiversitätsrahmens (2022). • Der Orientierungsrahmen Menschenrechte im Biodiversitätserhalt der GIZ (2020). • Der Ranger Code of Conduct der International Ranger Federation (2021). • CBD, 2022: Best practices in Gender and Biodiversity. • Resolution der VN-Generalversammlung zum Menschenrecht auf eine saubere, gesunde und nachhaltige Umwelt (A/RES/76/300, 2022).",llama3.2:3b,"['Africa', 'Asia', 'Latin America']","[14.6, 1.4, 15.4, 14.5]",['Kenya'],
